,acc_05-dims
1053,0.001843318
1054,0.002077728
1055,0.005998775
1056,0
1057,0.003921046
1058,0.005077116
1059,0.018465145
1060,0.012700780480008523
1061,0.008310913
1062,0
1063,0
1064,0.017996324
1065,0.002312139
1066,0.00921659
1067,0.006451613
1068,0.009248555
1069,0.005311526
1070,0.002077728
1071,0.006233185
1072,0.017777896
1073,0.005545936
1074,0.009232572
1075,0.007623665
1076,0.015247329586318959
1077,0.005998775
1078,0.021666977
1079,0.005529954
1080,0.006451613
1081,0.015215364534775311
1082,0.010388641751684824
1083,0.011981566820276499
1084,0.016589861751152075
1085,0.006702006
1086,0.011075890359873206
1087,0.011059907834101382
1088,0.023744706
1089,0.024431954396526463
1090,0.010607069603899736
1091,0.007842093
1092,0.023744705788338084
1093,0.006920434
1094,0.007623665
1095,0.006467595
1096,0.005529954
1097,0.005529954
1098,0.014762526304573666
1099,0.026744093124850165
1100,0.032274047
1101,0.020745318451826002
1102,0.001843318
1103,0.013372046562425082
1104,0.003686636
1105,0.009685411
1106,0.005529954
1107,0.00921659
1108,0.005529954
1109,0.004389867
1110,0.005545936
1111,0.001156069
1112,0.00921659
1113,0.019605231613435976
1114,0.008076503
1115,0.00921659
1116,0.014980954156788578
1117,0.007373272
1118,0.011294318212088117
1119,0.009466983
1120,0.016371434
1121,0.014059295170613462
1122,0.008545324
1123,0.023275885032364614
1124,0.015668202764976956
1125,0.005311526
1126,0.010372659225913001
1127,0.020058069843637623
1128,0.015449774912762046
1129,0.019152393
1130,0.002077728
1131,0.014293705548600197
1132,0.019136410857462503
1133,0.047004608294930875
1134,0.026728110599078335
1135,0.021432567060014385
1136,0.032258065
1137,0.020276497695852536
1138,0.006451613
1139,0.013824884792626729
1140,0.019136410857462503
1141,0.052081723981779925
1142,0.011059907834101382
1143,0.014746543778801843
1144,0.005529954
1145,0.009685411
1146,0.010372659225913001
1147,0.011294318212088117
1148,0.018433179723502304
1149,0.011763138968061585
1150,0.010372659
1151,0.014293705548600197
1152,0.019354838709677417
1153,0.015684185290748782
1154,0.01843318
1155,0.043099544
1156,0.038709677
1157,0.051160065
1158,0.050925654617618075
1159,0.043786793
1160,0.037788018
1161,0.019136410857462503
1162,0.032726885272102504
1163,0.041474654377880185
1164,0.046082949
1165,0.033179724
1166,0.031117977677739005
1167,0.050238406
1168,0.040552995
1169,0.036179110838816225
1170,0.045630111078554116
1171,0.026978503502836898
1172,0.02788418
1173,0.035273434
1174,0.022354226
1175,0.012684797954236701
1176,0.031352388
1177,0.041943475133853644
1178,0.021214139207799472
1179,0.029977890839348976
1180,0.031368370581497565
1181,0.027447324258810368
1182,0.035070989
1183,0.008294931
1184,0.011294318212088117
1185,0.010607069603899736
1186,0.005529954
1187,0.004155457
1188,0.017527503263099008
1189,0.017074665032897365
1190,0.01084148
1191,0.005545936
1192,0.017058683
1193,0.002999387
1194,0.011763138968061585
1195,0.008294931
1196,0.005311526
1197,0.002999387
1198,0.029961908313577156
1199,0.023979116166324817
1200,0.023275885032364614
1201,0.008763752
1202,0.021901388
1203,0.015902613142963692
1204,0.017980341493300654
1205,0.045411683226339206
1206,0.047739804
1207,0.049551157
1208,0.036461468794118435
1209,0.026978503502836898
1210,0.021666977
1211,0.015668202764976956
1212,0.036882342
1213,0.017745931115313925
1214,0.014746543778801843
1215,0.003686636
1216,0.000921659
1217,0.003921046
1218,0.007842093
1219,0.005529954
1220,0.016589861751152075
1221,0.023275885032364614
1222,0.014059295170613462
1223,0.003233798
1224,0.010138248847926268
1225,0.014746543778801843
1226,0.019589249087664153
1227,0.006920434
1228,0.001843318
1229,0.018667590101489037
